StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,DOB_1,DOB_2,DOB_3,Gender,Q50,Q52,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Q56,Q52,Q35,Q53,Q36,Q37,Q38,Q39,Q54,Q55,Q41,IC,Q40
2023-09-02 10:35:32,2023-09-02 10:37:06,IP Address,128.62.42.186,100,94,True,2023-09-02 10:37:07,R_1CrbvVd4fWuE2eY,,,,,30.2887,-97.7398,qr,EN,58,January,26,2018,Male,,Not Hispanic or Latino/a,,Asian,,,,,,None,,None,,Less than once a year,Minimally important,No,Graduate or professional degree,Graduate or Professional degree,A lot,Yes,At least once a day
2023-09-02 10:37:26,2023-09-02 10:38:32,IP Address,128.62.42.186,100,65,True,2023-09-02 10:38:32,R_2xFb6HYVcmUHlUc,,,,,30.2887,-97.7398,qr,EN,59,August,18,2019,Male,,Not Hispanic or Latino/a,,Asian,,,,,,None,,None,,Less than once a year,Minimally important,No,Graduate or professional degree,Graduate or Professional degree,A lot,Yes,At least once a day
2023-09-02 14:09:41,2023-09-02 14:11:08,IP Address,128.62.42.186,100,87,True,2023-09-02 14:11:09,R_Rn14oadC6vyS0yR,,,,,30.2887,-97.7398,qr,EN,60,November,15,2018,Male,,Not Hispanic or Latino/a,,,,,White,,,Jewish,,Protestant,,Less than once a year,Minimally important,Yes,Bachelor's degree,Bachelor's degree,A little bit,Yes,At least once a day
2023-09-06 17:30:03,2023-09-08 10:22:12,IP Address,128.62.47.235,100,147129,True,2023-09-08 10:22:13,R_2VxcKUyegmpZix5,,,,,30.2887,-97.7398,qr,EN,Test,,,,,,,,,,,,,,,,,,,,,,,,No,
2023-09-08 10:22:20,2023-09-08 10:55:35,IP Address,128.62.47.235,100,1995,True,2023-09-08 10:55:36,R_1Q3DiSQGpYLP9w6,,,,,30.2887,-97.7398,qr,EN,61,November,7,2012,Female,,Not Hispanic or Latino/a,American Indian or Alaska Native,,,,White,,,Catholic,,Catholic,,A few times a week,Very important,No,Graduate or professional degree,Bachelor's degree,A lot,Yes,At least once a day
2023-09-09 10:23:49,2023-09-09 10:27:06,IP Address,128.62.47.235,100,197,True,2023-09-09 10:27:07,R_cUzmIcgxbMMdGoN,,,,,30.2887,-97.7398,qr,EN,140,June,4,2012,Female,,Hispanic or Latino/a,,,,,White,,,Other Christian,,Other Christian,,A few times a month,Very important,No,Bachelor's degree,Associate's degree,Not at all,No,Never
2023-09-09 11:23:33,2023-09-09 11:26:03,IP Address,128.62.47.235,100,150,True,2023-09-09 11:26:04,R_2rq0A3zMnaktAAY,,,,,30.2887,-97.7398,qr,EN,62,June,14,2013,Female,,Hispanic or Latino/a,,,,,White,,,Agnostic,,Atheist,,Less than once a year,Not at all important,No,Graduate or professional degree,Graduate or Professional degree,Not at all,No,Rarely
2023-09-09 10:49:27,2023-09-09 12:22:27,IP Address,128.62.40.14,100,5580,True,2023-09-09 12:22:28,R_2AGClRkw4JCcsoU,,,,,30.2887,-97.7398,qr,EN,Test,October,27,2014,Female,,Not Hispanic or Latino/a,,,,,White,,,Jewish,,Jewish,,A few times a year,Minimally important,No,Bachelor's degree,Bachelor's degree,A little bit,No,Never
2023-09-09 12:22:36,2023-09-09 12:23:37,IP Address,128.62.40.14,100,60,True,2023-09-09 12:23:37,R_1QnfKdgtXvSaRaE,,,,,30.2887,-97.7398,qr,EN,64,March,13,2018,Female,,Not Hispanic or Latino/a,,,,,White,,,Jewish,,Jewish,,A few times a year,Minimally important,No,Bachelor's degree,Bachelor's degree,A little bit,No,Never
2023-09-09 13:32:16,2023-09-09 13:35:23,IP Address,128.62.47.235,100,186,True,2023-09-09 13:35:23,R_OJpJMCNplFuKLE5,,,,,30.2887,-97.7398,qr,EN,65,March,20,2015,Male,,Hispanic or Latino/a,,,,,White,,,Jewish,,Agnostic,,A few times a year,Minimally important,No,Graduate or professional degree,Graduate or Professional degree,Not at all,No,Often
2023-09-11 10:13:09,2023-09-11 10:38:18,IP Address,128.62.47.235,100,1508,True,2023-09-11 10:38:19,R_1T6OPVftvVeO0p3,,,,,30.2887,-97.7398,qr,EN,66,July,27,2013,Male,,Not Hispanic or Latino/a,,,,,White,,,Agnostic,,Agnostic,,Never,Not at all important,No,Bachelor's degree,Bachelor's degree,Not at all,Yes,At least once a day
2023-09-11 17:08:56,2023-09-13 15:41:43,IP Address,128.62.47.235,100,167566,True,2023-09-13 15:41:44,R_2xLubrmHLGMQVJG,,,,,30.2887,-97.7398,qr,EN,67,October,11,2012,Male,,Not Hispanic or Latino/a,,,,,White,,,Protestant,,Protestant,,Less than once a year,Minimally important,No,Graduate or professional degree,Bachelor's degree,A lot,Yes,At least once a day
2023-09-13 16:53:15,2023-09-13 16:58:35,IP Address,128.62.47.235,100,319,True,2023-09-13 16:58:36,R_Tu5cRw7OBuMDXX3,,,,,30.2887,-97.7398,qr,EN,68,October,11,2012,Female,,Not Hispanic or Latino/a,,,,,White,,,Jewish,,Jewish,,A few times a week,Moderately important,No,Graduate or professional degree,Graduate or Professional degree,Not at all,Yes,At least once a day
2023-09-15 11:29:03,2023-09-15 11:30:27,IP Address,128.62.47.235,100,83,True,2023-09-15 11:30:28,R_1DMQNpt9GEwUGvQ,,,,,30.2887,-97.7398,qr,EN,Test,,,,,,,,,,,,,,,,,,,,,,,,Yes,
2023-09-16 10:34:36,2023-09-16 10:38:40,IP Address,128.62.47.235,100,243,True,2023-09-16 10:38:41,R_1GUrw2H3i7KIrYa,,,,,30.2887,-97.7398,qr,EN,69,July,7,2017,Female,,Hispanic or Latino/a,,,,,,Other,,None,,Other,Unity,A few times a month,Minimally important,No,Some college,Some college,A little bit,Yes,Often
2023-09-16 11:03:48,2023-09-16 11:05:58,IP Address,128.62.40.14,100,129,True,2023-09-16 11:05:59,R_7WztR68ixPSNV3H,,,,,30.2887,-97.7398,qr,EN,70,September,20,2012,Female,,Not Hispanic or Latino/a,,,,,White,,,Protestant,,None,,Less than once a year,Minimally important,No,Graduate or professional degree,Bachelor's degree,A lot,Yes,Sometimes
2023-09-16 11:31:03,2023-09-16 11:33:22,IP Address,128.62.40.14,100,138,True,2023-09-16 11:33:23,R_1dGkbciwfgxkxyy,,,,,30.2887,-97.7398,qr,EN,71,December,10,2018,Female,,Hispanic or Latino/a,,,Black,,White,,,None,,None,,Never,Not at all important,No,Some college,High school diploma or equivalent,A little bit,Yes,Rarely
2023-09-16 11:48:48,2023-09-16 11:50:12,IP Address,128.62.47.235,100,84,True,2023-09-16 11:50:13,R_1l9IlafFWfXdmLy,,,,,30.2887,-97.7398,qr,EN,72,November,11,2014,Female,,Not Hispanic or Latino/a,,,Black,,White,,,None,,None,,Never,Not at all important,No,Graduate or professional degree,Bachelor's degree,Not at all,Yes,Sometimes
2023-09-16 12:39:54,2023-09-16 12:41:52,IP Address,128.62.47.235,100,118,True,2023-09-16 12:41:53,R_2tbwMIfYm9eKzMe,,,,,30.2887,-97.7398,qr,EN,73,August,25,2014,Male,,Not Hispanic or Latino/a,,Asian,,,,,,Buddhist,,None,,Less than once a year,Minimally important,No,Graduate or professional degree,Graduate or Professional degree,A lot,Yes,Often
2023-09-18 10:10:49,2023-09-18 10:19:30,IP Address,128.62.47.235,100,521,True,2023-09-18 10:19:31,R_zT1IxjfcrThmpod,,,,,30.2887,-97.7398,qr,EN,74,January,4,2013,Male,,Hispanic or Latino/a,,Asian,,,White,,,Catholic,,Catholic,,Less than once a year,Minimally important,No,Bachelor's degree,Bachelor's degree,A lot,Yes,At least once a day
2023-09-18 17:03:57,2023-09-18 17:32:22,IP Address,128.62.47.235,100,1705,True,2023-09-18 17:32:28,R_2VQKlYEdRIVWPyY,,,,,30.2887,-97.7398,qr,EN,75,July,16,2016,Female,,Not Hispanic or Latino/a,,,,,White,,,Atheist,,Atheist,,Never,Not at all important,No,Graduate or professional degree,Bachelor's degree,A little bit,No,Never
2023-09-18 17:04:13,2023-09-18 17:33:13,IP Address,128.62.47.235,100,1740,True,2023-09-18 17:33:14,R_3IXZ1fEL0NaNKtT,,,,,30.2887,-97.7398,qr,EN,76,June,26,2018,Male,,Not Hispanic or Latino/a,,,,,White,,,Atheist,,Atheist,,Never,Not at all important,No,Graduate or professional degree,Bachelor's degree,A little bit,No,Never
2023-09-19 16:06:35,2023-09-19 16:08:05,IP Address,128.62.40.14,100,89,True,2023-09-19 16:08:06,R_8A1P08g38ggASSR,,,,,30.2887,-97.7398,qr,EN,77,March,6,2015,Male,,Hispanic or Latino/a,,,,,White,,,Jewish,,Jewish,,A few times a year,Moderately important,No,Bachelor's degree,Bachelor's degree,Not at all,Yes,At least once a day
2023-09-21 13:36:11,2023-09-21 13:47:27,IP Address,128.62.47.235,100,676,True,2023-09-21 13:47:28,R_p0ncLHL3eT5J2a5,,,,,30.2887,-97.7398,qr,EN,Test,,,,,,,,,,,,,,,,,,,,,,,,Yes,
2023-09-22 13:01:39,2023-09-22 13:03:06,IP Address,128.62.40.239,100,87,True,2023-09-22 13:03:07,R_2fk6PLBToCElWHo,,,,,30.2887,-97.7398,qr,EN,Test,,,,,,,,,,,,,,,,,,,,,,,,Yes,
2023-09-22 17:25:56,2023-09-22 17:40:48,IP Address,128.62.42.118,100,891,True,2023-09-22 17:40:49,R_1Nk9vk64LlBEKrR,,,,,30.2887,-97.7398,qr,EN,78,October,18,2016,Male,,Not Hispanic or Latino/a,,,,,White,,,None,,None,,Never,Not at all important,No,Bachelor's degree,Bachelor's degree,A lot,No,Rarely
2023-09-22 17:26:26,2023-09-22 17:41:27,IP Address,128.62.40.239,100,900,True,2023-09-22 17:41:27,R_3NytSeaHJVIjMoB,,,,,30.2887,-97.7398,qr,EN,79,October,28,2018,Female,,Not Hispanic or Latino/a,,,,,White,,,None,,Agnostic,,Never,Minimally important,No,Bachelor's degree,Bachelor's degree,A lot,Yes,Never
2023-09-22 17:55:55,2023-09-22 18:16:19,IP Address,128.62.42.118,100,1223,True,2023-09-22 18:16:19,R_2twWd9tazu6ftoE,,,,,30.2887,-97.7398,qr,EN,78,,,,,,,,,,,,,,,,,,,,,,,,Yes,
2023-09-23 10:23:50,2023-09-23 10:33:55,IP Address,128.62.42.118,100,605,True,2023-09-23 10:33:56,R_3QVLJIi6945v4AW,,,,,30.2887,-97.7398,qr,EN,80,June,12,2013,Female,,Not Hispanic or Latino/a,,,,,White,,,Agnostic,,Atheist,,Never,Not at all important,No,Bachelor's degree,Bachelor's degree,A lot,Yes,At least once a day
2023-09-23 10:52:05,2023-09-23 10:53:03,IP Address,128.62.42.118,100,57,True,2023-09-23 10:53:03,R_AiXH4pRcp1DpH4l,,,,,30.2887,-97.7398,qr,EN,81,June,12,2013,Male,,Not Hispanic or Latino/a,,,,,White,,,Agnostic,,Atheist,,Never,Not at all important,No,Bachelor's degree,Bachelor's degree,A lot,Yes,Often
2023-09-23 12:49:37,2023-09-23 13:00:00,IP Address,128.62.42.118,100,623,True,2023-09-23 13:00:00,R_2rVPfMGDCuQdLrz,,,,,30.2887,-97.7398,qr,EN,82,December,31,2012,Female,,Not Hispanic or Latino/a,,,,,White,,,Agnostic,,Agnostic,,Never,Not at all important,No,Bachelor's degree,Bachelor's degree,A lot,Yes,Often
2023-09-25 10:40:43,2023-09-25 11:33:18,IP Address,128.62.40.239,100,3154,True,2023-09-25 11:33:19,R_25sVKDkgE1lfdSX,,,,,30.2887,-97.7398,qr,EN,83,August,22,2017,Male,,Hispanic or Latino/a,,,,,,Other,Latino/Hispanic,Other Christian,,Agnostic,,A few times a year,Minimally important,No,Some college,Bachelor's degree,A lot,Yes,At least once a day
2023-09-28 17:20:47,2023-09-28 17:52:45,IP Address,128.62.40.24,100,1917,True,2023-09-28 17:52:46,R_2X5IyJBo2vZoYha,,,,,30.2887,-97.7398,qr,EN,84,August,11,2017,Female,,Hispanic or Latino/a,,,,,White,,,Catholic,,Other Christian,,A few times a year,Moderately important,No,Graduate or professional degree,High school diploma or equivalent,A lot,No,Sometimes
2023-09-29 13:15:38,2023-09-29 13:21:26,IP Address,128.62.47.27,100,348,True,2023-09-29 13:21:27,R_reUaecuqY5kByDf,,,,,30.2887,-97.7398,qr,EN,74,January,2,2017,Male,,Not Hispanic or Latino/a,,,,,White,,,Catholic,,Catholic,,A few times a year,Moderately important,No,Graduate or professional degree,Graduate or Professional degree,A lot,Yes,Rarely
2023-09-29 15:52:51,2023-09-29 15:56:18,IP Address,128.62.47.27,100,206,True,2023-09-29 15:56:18,R_2V9m7tjbtWDkEex,,,,,30.2887,-97.7398,qr,EN,86,April,13,2015,Female,,Not Hispanic or Latino/a,,,,,White,,,Protestant,,Jewish,,A few times a year,Minimally important,No,Graduate or professional degree,Graduate or Professional degree,A lot,No,Rarely
2023-09-30 11:02:23,2023-09-30 11:05:59,IP Address,128.62.47.27,100,215,True,2023-09-30 11:05:59,R_1JX7FIsxz92Hhim,,,,,30.2887,-97.7398,qr,EN,87,May,31,2015,Female,,Hispanic or Latino/a,,,,,White,,,Other Christian,,Other Christian,,A few times a month,Very important,No,Bachelor's degree,Bachelor's degree,A lot,No,Sometimes
2023-09-30 14:47:19,2023-09-30 14:50:16,IP Address,128.62.40.24,100,176,True,2023-09-30 14:50:17,R_3oEI6Z8jg901nXs,,,,,30.2887,-97.7398,qr,EN,88,November,13,2016,Female,,Hispanic or Latino/a,,,,,White,,,Other,"Jewish/catholic ",,,Never,Not at all important,No,Graduate or professional degree,Graduate or Professional degree,A lot,No,Sometimes
2023-10-02 15:46:22,2023-10-02 15:48:26,IP Address,128.62.47.27,100,124,True,2023-10-02 15:48:26,R_3CZNNqGJTjqATxX,,,,,30.2887,-97.7398,qr,EN,89,January,18,2017,Female,,Not Hispanic or Latino/a,,,Black,,White,,,Protestant,,,,Less than once a year,Minimally important,No,Graduate or professional degree,Bachelor's degree,A lot,No,Never
2023-10-04 15:35:49,2023-10-06 11:20:52,IP Address,128.62.47.27,100,157503,True,2023-10-06 11:20:53,R_3LdPzHNhuNqgm3p,,,,,30.2887,-97.7398,qr,EN,90,November,20,2018,Female,,Not Hispanic or Latino/a,,,,,White,,,Other Christian,,Other Christian,,A few times a month,Minimally important,No,Graduate or professional degree,Bachelor's degree,Not at all,Yes,Often
2023-10-06 11:39:18,2023-10-06 11:49:48,IP Address,128.62.47.27,100,630,True,2023-10-06 11:49:49,R_32Rgov0Wo8Yjhn8,,,,,30.2887,-97.7398,qr,EN,91,September,25,2014,Male,,Not Hispanic or Latino/a,,,,,White,,,Other Christian,,Other Christian,,A few times a month,Minimally important,No,Graduate or professional degree,Bachelor's degree,Not at all,Yes,Often
2023-10-07 11:02:34,2023-10-07 11:22:19,IP Address,128.62.47.27,100,1184,True,2023-10-07 11:22:19,R_4Z5cOqwc3UMW1mV,,,,,30.2887,-97.7398,qr,EN,92,December,5,2014,Female,,Not Hispanic or Latino/a,,,,,White,,,Other Christian,,Other Christian,,Never,Moderately important,No,Graduate or professional degree,Graduate or Professional degree,A lot,Yes,Rarely
2023-10-07 12:02:01,2023-10-07 12:16:33,IP Address,128.62.43.204,100,872,True,2023-10-07 12:16:34,R_1IfQUTB3ZBWhFvr,,,,,30.2887,-97.7398,qr,EN,93,November,24,2014,Female,,Not Hispanic or Latino/a,,Asian,,,White,,,Buddhist,,Atheist,,Never,Minimally important,No,Graduate or professional degree,Some college,A little bit,Yes,At least once a day
2023-10-07 12:49:28,2023-10-07 13:00:51,IP Address,128.62.43.204,100,682,True,2023-10-07 13:00:51,R_1rxqdBVLRRPtwyb,,,,,30.2887,-97.7398,qr,EN,94,September,17,2015,Female,,Hispanic or Latino/a,,,,,White,,,Other Christian,,Agnostic,,A few times a month,Very important,No,Graduate or professional degree,Bachelor's degree,A little bit,No,Never
2023-10-09 12:17:33,2023-10-09 12:19:06,IP Address,128.62.47.27,100,92,True,2023-10-09 12:19:07,R_2VEc1zSwIMqd95F,,,,,30.2887,-97.7398,qr,EN,96,March,6,2017,Male,,Hispanic or Latino/a,,Asian,,,White,,,Muslim,,Agnostic,,A few times a year,Moderately important,No,Bachelor's degree,Bachelor's degree,A lot,No,Never
2023-10-09 11:57:38,2023-10-09 12:19:46,IP Address,128.62.43.204,100,1328,True,2023-10-09 12:19:47,R_1FLAVWZ4QnKml7I,,,,,30.2887,-97.7398,qr,EN,96,,,,Female,,Hispanic or Latino/a,,Asian,,,White,,,Muslim,,Agnostic,,A few times a year,Moderately important,No,Bachelor's degree,Bachelor's degree,A lot,No,Never
2023-10-14 10:22:20,2023-10-14 10:49:51,IP Address,128.62.42.30,100,1650,True,2023-10-14 10:49:52,R_2V9i6Cc0COIVXJB,,,,,30.2887,-97.7398,qr,EN,97,December,26,2016,Male,,Hispanic or Latino/a,American Indian or Alaska Native,,,,White,,,Protestant,,Catholic,,A few times a month,Moderately important,No,Bachelor's degree,No high school,Not at all,No,Rarely
2023-10-14 11:10:02,2023-10-14 11:14:30,IP Address,128.62.42.30,100,267,True,2023-10-14 11:14:30,R_1QQjbLxN3nC8ZkR,,,,,30.2887,-97.7398,qr,EN,98,July,15,2014,Female,,Hispanic or Latino/a,American Indian or Alaska Native,,,,White,,,Protestant,,Catholic,,A few times a month,Moderately important,No,Bachelor's degree,Some high school,Not at all,No,Rarely
2023-10-14 10:22:45,2023-10-14 11:19:44,IP Address,128.62.43.204,100,3419,True,2023-10-14 11:19:45,R_1LY8xEG7wGmy3WZ,,,,,30.2887,-97.7398,qr,EN,98,November,19,2012,Female,,Hispanic or Latino/a,American Indian or Alaska Native,,,,White,,,Protestant,,Catholic,,A few times a month,Moderately important,No,Bachelor's degree,Some high school,Not at all,No,Rarely
2023-10-19 15:31:33,2023-10-19 15:33:09,IP Address,128.62.43.204,100,95,True,2023-10-19 15:33:10,R_tGPiLvqGVLO8XdL,,,,,30.2887,-97.7398,qr,EN,100,December,10,2015,Female,,Not Hispanic or Latino/a,,,,,White,,,Other,Unitarian Universalist,,,A few times a month,Moderately important,No,Graduate or professional degree,Some college,A little bit,No,Rarely
2023-10-18 16:57:05,2023-10-18 16:57:09,IP Address,128.62.42.30,5,4,False,2023-10-25 16:57:15,R_1Nwayrs3mKdJsMc,,,,,,,qr,EN,100,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-27 16:16:52,2023-10-27 16:18:15,IP Address,128.62.37.33,100,82,True,2023-10-27 16:18:16,R_1LpL4AyPZujLyo6,,,,,30.2887,-97.7398,qr,EN,101,December,10,2016,Female,,Hispanic or Latino/a,,,,,White,,,None,,None,,Never,Not at all important,No,Graduate or professional degree,Bachelor's degree,A little bit,Yes,Sometimes
2023-10-27 16:48:56,2023-10-27 16:56:35,IP Address,128.62.37.33,100,459,True,2023-10-27 16:56:36,R_01APaXg4FnYL8A1,,,,,30.2887,-97.7398,qr,EN,102,May,26,2017,Female,,Not Hispanic or Latino/a,,,,,White,,,Jewish,,Jewish,,Never,Not at all important,No,Graduate or professional degree,Graduate or Professional degree,A little bit,Yes,Often
2023-11-03 10:16:48,2023-11-03 10:47:23,IP Address,128.62.32.181,100,1835,True,2023-11-03 10:47:24,R_31yDFLT7OOarQN1,,,,,30.2887,-97.7398,qr,EN,105,December,11,2014,Female,,Not Hispanic or Latino/a,,Asian,Black,,White,,,Buddhist,,Other Christian,,Less than once a year,Moderately important,No,Graduate or professional degree,Graduate or Professional degree,A little bit,No,Rarely
2023-11-03 10:47:52,2023-11-03 10:49:27,IP Address,128.62.45.81,100,95,True,2023-11-03 10:49:28,R_pM2gbzMLc0VBVzX,,,,,30.2887,-97.7398,qr,EN,103,December,27,2017,Male,,Not Hispanic or Latino/a,,Asian,Black,,White,,,Buddhist,,Other Christian,,Less than once a year,Moderately important,No,Graduate or professional degree,Graduate or Professional degree,A little bit,No,Never
2023-11-03 10:49:40,2023-11-03 10:50:42,IP Address,128.62.45.81,100,61,True,2023-11-03 10:50:43,R_3sjLnm8toLnRx94,,,,,30.2887,-97.7398,qr,EN,104,December,27,2017,Male,,Not Hispanic or Latino/a,,Asian,Black,,White,,,Buddhist,,Other Christian,,Less than once a year,Moderately important,No,Graduate or professional degree,Graduate or Professional degree,A little bit,No,Never
2023-11-04 10:20:46,2023-11-04 10:26:38,IP Address,128.62.45.81,100,351,True,2023-11-04 10:26:38,R_3szWvEAxi03g90O,,,,,30.2887,-97.7398,qr,EN,106,January,5,2017,Male,,Hispanic or Latino/a,,,,,White,,,Catholic,,Catholic,,A few times a month,Very important,No,Bachelor's degree,High school diploma or equivalent,A lot,Yes,Sometimes
2023-11-04 10:49:35,2023-11-04 10:55:30,IP Address,128.62.45.81,100,355,True,2023-11-04 10:55:31,R_1QxSLkq8UQy9BHY,,,,,30.2887,-97.7398,qr,EN,107,November,5,2013,Male,,Hispanic or Latino/a,,,,,White,,,Catholic,,Catholic,,A few times a month,Very important,No,Bachelor's degree,High school diploma or equivalent,A lot,Yes,Sometimes
2023-11-04 11:20:52,2023-11-04 11:23:16,IP Address,128.62.45.81,100,144,True,2023-11-04 11:23:17,R_UL9WYzj085GwCRj,,,,,30.2887,-97.7398,qr,EN,108,May,10,2018,Male,,Not Hispanic or Latino/a,,,,,White,,,Catholic,,None,,A few times a year,Minimally important,No,Graduate or professional degree,High school diploma or equivalent,A lot,Yes,Often
2023-11-06 13:37:58,2023-11-06 13:41:27,IP Address,128.62.40.167,100,209,True,2023-11-06 13:41:28,R_1GUp7Ky3AwvdUpw,,,,,30.2887,-97.7398,qr,EN,109,December,21,2012,Male,,Not Hispanic or Latino/a,,,,,White,,,Agnostic,,Agnostic,,Never,Not at all important,No,Bachelor's degree,Bachelor's degree,A little bit,No,Rarely
2023-11-11 10:21:26,2023-11-11 10:33:09,IP Address,128.62.45.203,100,703,True,2023-11-11 10:33:10,R_1I6hWyKlbD6VZWu,,,,,30.2887,-97.7398,qr,EN,110,December,16,2017,Male,,Not Hispanic or Latino/a,,Asian,,,,,,Other,-,Catholic,,Less than once a year,Minimally important,No,Graduate or professional degree,Graduate or Professional degree,A little bit,Yes,Sometimes
2023-11-11 10:56:04,2023-11-11 10:57:28,IP Address,128.62.40.171,100,83,True,2023-11-11 10:57:29,R_C4zBrm4uSBwO3Wp,,,,,30.2887,-97.7398,qr,EN,111,September,12,2019,Male,,Not Hispanic or Latino/a,,,,,White,,,Atheist,,Atheist,,Never,Not at all important,No,Bachelor's degree,Graduate or Professional degree,A lot,No,Rarely
2023-11-13 10:19:06,2023-11-13 10:21:25,IP Address,128.62.45.203,100,139,True,2023-11-13 10:21:26,R_3kgFmsoupXAvKqs,,,,,30.2887,-97.7398,qr,EN,112,September,29,2015,Male,,Hispanic or Latino/a,,,,,,Other,,Catholic,,Catholic,,A few times a month,Moderately important,Yes,Some high school,No high school,A lot,Yes,At least once a day
2023-11-13 11:00:54,2023-11-13 11:01:51,IP Address,128.62.45.203,100,56,True,2023-11-13 11:01:52,R_3FKb1xRS3unfP9R,,,,,30.2887,-97.7398,qr,EN,113,August,27,2013,Male,,Hispanic or Latino/a,,,,,,Other,,Catholic,,Catholic,,A few times a month,Moderately important,Yes,Some high school,No high school,A lot,Yes,At least once a day
2023-11-13 15:22:49,2023-11-13 15:43:16,IP Address,128.62.45.203,100,1226,True,2023-11-13 15:43:17,R_27PegCP5REfIsve,,,,,30.2887,-97.7398,qr,EN,114,November,4,2017,Female,,Not Hispanic or Latino/a,,Asian,,,White,,,Other,"Unitarian Universalist ",Agnostic,,Never,Minimally important,No,Graduate or professional degree,Graduate or Professional degree,A little bit,No,Never
2023-11-14 14:14:08,2023-11-14 15:05:58,IP Address,128.62.40.171,100,3109,True,2023-11-14 15:05:59,R_p3rnEEm7abbm5Z7,,,,,30.2887,-97.7398,qr,ES-ES,,,,,,,,,,,,,,,,,,,,,,,,,No,
2023-11-14 15:13:01,2023-11-16 16:22:48,IP Address,128.62.46.125,100,176986,True,2023-11-16 16:22:49,R_2wMHtbHuaTRFegk,,,,,30.2887,-97.7398,qr,EN,Test,,,,,,,,,,,,,,,,,,,,,,,,No,
2023-11-16 16:22:54,2023-11-16 16:24:49,IP Address,128.62.46.125,100,115,True,2023-11-16 16:24:50,R_1jODroLZEAgTnf2,,,,,30.2887,-97.7398,qr,EN,115,June,5,2014,Female,,Not Hispanic or Latino/a,,,,,,Other,White and south asian,None,,Atheist,,Never,Not at all important,No,Bachelor's degree,Graduate or Professional degree,A little bit,No,Sometimes
2023-11-18 09:45:59,2023-11-18 10:02:23,IP Address,128.62.46.125,100,984,True,2023-11-18 10:02:24,R_1eY9zZfUeLJi6i4,,,,,30.2887,-97.7398,qr,EN,116,February,25,2014,Female,,Not Hispanic or Latino/a,,,,,White,,,Catholic,,Other Christian,,A few times a week,Moderately important,No,Graduate or professional degree,Bachelor's degree,A little bit,Yes,Sometimes
2023-11-18 12:22:38,2023-11-18 12:42:03,IP Address,128.62.46.125,100,1164,True,2023-11-18 12:42:03,R_C2Kijiz8XhMRGRb,,,,,30.2887,-97.7398,qr,EN,117,September,24,2014,Male,,Not Hispanic or Latino/a,,,Black,,,,,Other Christian,,Other Christian,,A few times a week,Very important,No,Bachelor's degree,Associate's degree,Not at all,No,Rarely
2023-11-20 10:08:35,2023-11-20 10:59:37,IP Address,128.62.46.125,100,3062,True,2023-11-20 10:59:38,R_2xL5oI7PddDxKVx,,,,,30.2887,-97.7398,qr,EN,118,August,19,2014,Female,,Not Hispanic or Latino/a,,Asian,,,White,,,Protestant,,Protestant,,A few times a month,Very important,No,Graduate or professional degree,Bachelor's degree,A little bit,No,Sometimes
2023-11-21 09:38:45,2023-11-21 10:11:27,IP Address,128.62.46.125,100,1961,True,2023-11-21 10:11:28,R_28S3teBcU7JksWF,,,,,30.2887,-97.7398,qr,EN,119,February,4,2014,Male,,Not Hispanic or Latino/a,,,,,White,,,None,,Atheist,,Never,Not at all important,No,Graduate or professional degree,Bachelor's degree,A lot,Yes,At least once a day
